customer_id,name,email,tenure_months,last_login_days,login_frequency,avg_session_duration,feature_usage_count,monthly_active_days,usage_drop_flag,subscription_type,monthly_charges,payment_failures,discount_applied,support_ticket_count,unresolved_tickets,churn,health_score
CUST0200,Lakantika Moretti,lakantika.moretti@gmail.com,57,32,12,59.5,11,1,0,Basic,448.17,0,1,6,2,0,52
CUST0201,Ishviika Almeida,ishviika.almeida@gmail.com,53,52,4,18.1,43,22,0,Standard,815.91,0,0,3,1,0,40
CUST0202,Lakavesh Chakraborty,lakavesh.chakraborty@gmail.com,6,21,27,60.9,1,29,0,Premium,668.93,1,0,3,4,0,37
CUST0203,Shaviya Raghunathan,shaviya.raghunathan@gmail.com,28,20,3,110.8,49,6,0,Basic,665.35,0,1,2,3,0,56
CUST0204,Aviilit Moretti,aviilit.moretti@gmail.com,28,5,20,64.9,47,16,0,Premium,887.05,0,1,9,0,0,95
CUST0205,Isheshya Mahadevan,isheshya.mahadevan@gmail.com,44,5,29,75.9,38,27,0,Basic,958.71,0,1,8,2,0,79
CUST0206,Aviviav Chakraborty,aviviav.chakraborty@gmail.com,44,54,12,23.0,24,20,0,Standard,1234.92,0,1,1,1,0,38
CUST0207,Neeishendra Hernandez,neeishendra.hernandez@gmail.com,20,47,7,10.0,47,12,0,Premium,642.26,2,0,3,3,1,10
CUST0208,Shailan Basu,shailan.basu@gmail.com,30,3,29,17.7,31,11,0,Standard,1246.11,0,0,7,1,0,89
CUST0209,Aviitira Bhattacharya,aviitira.bhattacharya@gmail.com,11,29,11,73.8,41,29,0,Premium,639.19,0,0,5,3,0,47
CUST0210,Saivia Mahadevan,saivia.mahadevan@gmail.com,58,10,1,15.9,46,27,0,Basic,271.06,0,0,6,4,0,58
CUST0211,Devitika Hernandez,devitika.hernandez@gmail.com,55,29,6,48.2,26,29,0,Basic,919.44,0,1,6,1,0,63
CUST0212,Vivaran Moretti,vivaran.moretti@gmail.com,28,30,15,68.3,49,10,0,Premium,963.27,0,0,1,4,0,38
CUST0213,Avinaav Khatri,avinaav.khatri@gmail.com,25,23,15,49.7,5,3,1,Basic,1413.9,0,0,3,2,0,46
CUST0214,Lakantya Ishikawa,lakantya.ishikawa@gmail.com,39,54,19,23.8,20,13,1,Basic,1142.88,0,0,9,4,1,10
CUST0215,Vivyaya Petrescu,vivyaya.petrescu@gmail.com,33,8,11,36.5,41,27,0,Standard,1392.1,1,1,9,3,0,58
CUST0216,Tanaresh Bhattacharya,tanaresh.bhattacharya@gmail.com,1,54,26,111.8,11,3,0,Premium,1379.85,0,0,5,2,1,30
CUST0217,Aanaika Suryanarayanan,aanaika.suryanarayanan@gmail.com,57,2,23,82.7,33,15,0,Premium,984.95,0,0,2,1,0,90
CUST0218,Neenaa Raghunathan,neenaa.raghunathan@gmail.com,27,50,26,62.0,38,16,0,Basic,885.09,0,0,8,1,0,42
CUST0219,Leon Petrescu,leon.petrescu@gmail.com,57,30,2,6.5,27,29,0,Premium,923.67,0,1,3,3,0,46
CUST0220,Lean Kulasekaran,lean.kulasekaran@gmail.com,52,39,14,119.1,34,13,1,Basic,1470.83,2,0,9,0,1,26
CUST0221,Vivviav Balasubramaniam,vivviav.balasubramaniam@gmail.com,13,36,2,82.2,15,17,0,Basic,1204.12,0,0,1,0,0,64
CUST0222,Ariitya Venkataraman,ariitya.venkataraman@gmail.com,41,35,29,41.4,32,3,0,Standard,337.15,0,0,5,1,0,57
CUST0223,Yogenini Novak,yogenini.novak@gmail.com,3,23,4,106.1,21,20,1,Basic,1210.96,0,1,0,3,1,38
CUST0224,Ariyaira Hernandez,ariyaira.hernandez@gmail.com,39,30,17,34.7,46,11,1,Basic,420.7,3,0,5,0,0,25
CUST0225,Devitya Basu,devitya.basu@gmail.com,6,5,3,67.6,5,27,1,Standard,780.56,0,0,9,4,0,48
CUST0226,Nous Hernandez,nous.hernandez@gmail.com,8,1,13,78.1,6,21,0,Basic,472.6,1,0,0,1,0,81
CUST0227,Krianav Fernandes,krianav.fernandes@gmail.com,27,19,9,30.4,38,19,0,Basic,1095.46,0,0,7,4,0,49
CUST0228,Suryaav Ishikawa,suryaav.ishikawa@gmail.com,9,27,7,117.5,22,22,0,Basic,1339.5,2,1,4,3,0,29
CUST0229,Ishyaendra Khatri,ishyaendra.khatri@gmail.com,37,10,15,91.0,18,11,0,Standard,576.47,2,0,5,4,0,38
CUST0230,Shaesha Purohit,shaesha.purohit@gmail.com,33,3,23,69.1,14,28,0,Standard,305.61,0,1,1,0,0,97
CUST0231,Neeilav Suryanarayanan,neeilav.suryanarayanan@gmail.com,51,14,29,25.8,10,16,0,Premium,587.04,0,1,1,0,0,86
CUST0232,Rajyait Novak,rajyait.novak@gmail.com,42,5,29,11.2,46,21,1,Premium,1073.07,0,0,8,2,0,64
CUST0233,Tanesha Kulasekaran,tanesha.kulasekaran@gmail.com,44,53,11,41.8,13,3,0,Standard,626.39,0,1,2,1,0,39
CUST0234,Krinaira Bhattacharya,krinaira.bhattacharya@gmail.com,24,48,20,91.6,31,22,0,Premium,560.55,0,1,5,3,0,28
CUST0235,Varviesh Haldar,varviesh.haldar@gmail.com,15,29,2,36.0,30,6,0,Basic,438.77,0,1,9,1,0,63
CUST0236,Yogesha Mensah,yogesha.mensah@gmail.com,59,55,15,67.0,3,14,0,Basic,845.77,0,0,4,4,0,13
CUST0237,Shaitendra Basu,shaitendra.basu@gmail.com,54,37,14,88.7,30,24,0,Premium,557.73,0,0,3,3,0,39
CUST0238,Neeyaa Okafor,neeyaa.okafor@gmail.com,32,50,20,17.4,6,18,0,Basic,1149.31,0,0,9,3,0,26
CUST0239,Saieshika Petrescu,saieshika.petrescu@gmail.com,32,56,22,83.8,29,17,0,Premium,298.61,0,1,1,0,0,44
CUST0240,Praantika Bhattacharya,praantika.bhattacharya@gmail.com,24,1,11,15.6,8,4,1,Standard,1062.24,0,0,7,4,0,52
CUST0241,Lakanika Khatri,lakanika.khatri@gmail.com,41,14,27,116.0,44,23,0,Premium,507.83,3,0,9,0,0,56
CUST0242,Arinaav Chakraborty,arinaav.chakraborty@gmail.com,52,10,3,61.2,45,15,1,Standard,835.06,0,0,6,0,0,75
CUST0243,Suritika Novak,suritika.novak@gmail.com,49,7,17,22.3,43,11,0,Standard,570.92,1,0,1,2,0,67
CUST0244,Aviantit Parameswaran,aviantit.parameswaran@gmail.com,49,25,12,44.4,44,26,0,Basic,1138.6,0,0,5,0,0,75
CUST0245,Vareshika Balasubramaniam,vareshika.balasubramaniam@gmail.com,58,50,24,52.5,33,3,0,Standard,1427.9,0,0,7,1,0,42
CUST0246,Neeenit Mehra,neeenit.mehra@gmail.com,52,44,28,92.2,17,3,0,Standard,1391.2,0,0,6,3,0,32
CUST0247,Prayaika Venkataraman,prayaika.venkataraman@gmail.com,12,43,29,90.5,48,16,0,Premium,957.45,0,1,0,0,0,57
CUST0248,Praaran Keller,praaran.keller@gmail.com,39,4,21,75.4,11,5,0,Basic,800.39,1,0,4,1,0,78
CUST0249,Tannaa Purohit,tannaa.purohit@gmail.com,2,5,15,17.2,13,21,1,Basic,1262.79,1,1,1,4,1,38
CUST0250,Soel Dimitrov,soel.dimitrov@gmail.com,3,25,16,22.4,11,29,1,Basic,1087.32,0,0,5,3,1,36
CUST0251,Lakishav Khatri,lakishav.khatri@gmail.com,49,53,5,15.8,31,10,0,Standard,437.63,3,0,6,4,1,10
CUST0252,Kaer Raghunathan,kaer.raghunathan@gmail.com,37,3,27,71.4,28,19,1,Premium,1266.19,0,1,6,1,0,74
CUST0253,Rajeshan Keller,rajeshan.keller@gmail.com,49,18,20,105.9,44,25,0,Basic,756.55,3,1,2,4,0,20
CUST0254,Haranini Chakraborty,haranini.chakraborty@gmail.com,56,19,6,54.9,6,4,1,Standard,444.68,3,0,6,4,1,10
CUST0255,Neeantya Mehra,neeantya.mehra@gmail.com,17,32,19,23.5,41,29,0,Basic,565.34,0,1,4,4,0,36
CUST0256,Haryaya Basu,haryaya.basu@gmail.com,59,19,25,69.2,16,29,0,Standard,546.79,0,1,7,0,0,81
CUST0257,Vivenira Dimitrov,vivenira.dimitrov@gmail.com,49,48,5,98.4,4,19,1,Premium,873.97,0,1,7,0,0,37
CUST0258,Nois Keller,nois.keller@gmail.com,2,11,3,90.3,35,11,0,Basic,503.68,1,0,6,0,0,79
CUST0259,Surantav Almeida,surantav.almeida@gmail.com,2,46,27,106.4,48,2,1,Standard,359.64,0,0,5,3,1,15
CUST0260,Devilika Suryanarayanan,devilika.suryanarayanan@gmail.com,28,0,1,37.0,26,10,0,Premium,359.8,3,0,1,1,0,62
CUST0261,Varnaendra Almeida,varnaendra.almeida@gmail.com,54,25,26,27.3,12,29,0,Premium,957.26,1,1,5,0,0,65
CUST0262,Deveshira Kowalski,deveshira.kowalski@gmail.com,23,13,28,106.2,11,11,0,Standard,1154.19,0,0,8,4,0,55
CUST0263,Mia Gokhale,mia.gokhale@gmail.com,37,37,6,80.6,37,25,0,Standard,616.99,0,1,1,4,0,31
CUST0264,Rajantika Haldar,rajantika.haldar@gmail.com,32,36,15,40.8,25,20,0,Basic,244.05,1,0,0,4,0,22
CUST0265,Surenit Moretti,surenit.moretti@gmail.com,33,10,2,90.4,18,16,1,Standard,364.39,0,0,4,4,0,43
CUST0266,Praviya Ilangovan,praviya.ilangovan@gmail.com,1,35,29,98.7,19,19,0,Premium,1388.1,1,0,5,2,1,39
CUST0267,Lakanant Chakraborty,lakanant.chakraborty@gmail.com,19,12,3,75.7,23,23,1,Standard,840.61,0,1,2,3,0,49
CUST0268,Rajnaan Venkataraman,rajnaan.venkataraman@gmail.com,2,42,17,84.1,38,24,1,Basic,788.64,0,0,7,1,1,35
CUST0269,Devavendra Suryanarayanan,devavendra.suryanarayanan@gmail.com,53,2,25,48.2,18,11,0,Basic,248.46,0,1,6,1,0,90
CUST0270,Aaritit Ilangovan,aaritit.ilangovan@gmail.com,44,32,24,67.0,26,14,1,Basic,1146.23,1,0,1,0,0,43
CUST0271,Haravini Petrescu,haravini.petrescu@gmail.com,26,5,12,65.3,6,2,1,Basic,885.49,0,1,6,2,0,64
CUST0272,Aanaini Kowalski,aanaini.kowalski@gmail.com,32,49,18,102.5,4,23,1,Basic,461.71,1,1,0,1,0,18
CUST0273,Ariilant Balasubramaniam,ariilant.balasubramaniam@gmail.com,6,55,15,101.6,44,28,1,Standard,342.1,0,1,8,3,1,10
CUST0274,Varitesh Moretti,varitesh.moretti@gmail.com,32,9,12,100.8,29,5,1,Basic,697.4,1,1,6,4,0,34
CUST0275,Aviviant Novak,aviviant.novak@gmail.com,55,4,16,6.3,34,27,0,Basic,1287.31,0,0,5,0,0,96
CUST0276,Yogarika Basu,yogarika.basu@gmail.com,4,22,27,91.2,17,5,0,Standard,1323.88,0,0,1,3,0,54
CUST0277,Praanit Basu,praanit.basu@gmail.com,55,9,8,92.2,43,19,1,Basic,982.7,1,0,2,1,0,58
CUST0278,Aaranit Haldar,aaranit.haldar@gmail.com,11,43,28,83.0,43,21,0,Basic,1144.8,0,0,0,2,0,41
CUST0279,Dais Novak,dais.novak@gmail.com,56,1,14,92.0,16,12,0,Basic,348.7,0,1,9,0,0,99
CUST0280,Kain Gokhale,kain.gokhale@gmail.com,59,12,25,101.8,2,18,0,Basic,963.56,0,0,4,1,0,80
CUST0281,Noin Almeida,noin.almeida@gmail.com,17,39,17,59.1,34,4,1,Standard,1066.06,1,0,8,0,0,36
CUST0282,Neeesha Fernandes,neeesha.fernandes@gmail.com,38,1,29,62.7,8,22,0,Basic,459.93,2,0,5,1,0,71
CUST0283,Noon Keller,noon.keller@gmail.com,24,19,21,19.3,13,17,1,Premium,1343.2,0,0,4,4,0,34
CUST0284,Soan Khatri,soan.khatri@gmail.com,5,0,8,49.3,42,10,0,Premium,452.5,0,0,2,2,0,84
CUST0285,Vivyaan Gokhale,vivyaan.gokhale@gmail.com,52,36,15,79.0,8,20,0,Standard,606.52,1,1,4,4,0,22
CUST0286,Arianit Suryanarayanan,arianit.suryanarayanan@gmail.com,34,8,27,94.7,30,6,0,Standard,1005.72,0,0,7,1,0,84
CUST0287,Jous Chakraborty,jous.chakraborty@gmail.com,6,16,14,30.0,32,25,0,Premium,1028.86,2,0,1,3,0,40
CUST0288,Manishya Balasubramaniam,manishya.balasubramaniam@gmail.com,22,8,18,20.8,36,14,0,Standard,1108.2,0,0,4,4,0,60
CUST0289,Neeishya Fernandes,neeishya.fernandes@gmail.com,11,10,20,81.2,47,11,1,Basic,344.62,3,1,5,3,1,21
CUST0290,Devvia Keller,devvia.keller@gmail.com,48,14,7,5.2,30,11,1,Basic,1303.3,1,0,9,1,0,53
CUST0291,Neeviit Novak,neeviit.novak@gmail.com,16,23,3,25.5,1,29,0,Premium,891.7,1,1,7,2,0,51
CUST0292,Manavav Moretti,manavav.moretti@gmail.com,33,37,29,8.3,43,18,0,Basic,811.72,1,0,7,3,0,29
CUST0293,Vivesha Haldar,vivesha.haldar@gmail.com,9,54,12,24.2,39,27,1,Basic,1474.43,0,0,4,1,0,23
CUST0294,Manenant Keller,manenant.keller@gmail.com,59,34,21,25.9,17,23,1,Standard,1161.49,0,0,8,3,1,27
CUST0295,Kael Mensah,kael.mensah@gmail.com,6,29,24,49.6,20,22,0,Premium,352.41,0,0,3,4,0,39
CUST0296,Yogviesh Mahadevan,yogviesh.mahadevan@gmail.com,16,30,28,51.3,24,18,0,Basic,1182.5,1,1,8,1,0,52
CUST0297,Saiarira Hernandez,saiarira.hernandez@gmail.com,29,48,26,105.5,22,24,0,Standard,322.82,1,0,6,4,0,10
CUST0298,Varavit Bhattacharya,varavit.bhattacharya@gmail.com,3,4,3,63.7,29,23,1,Basic,234.71,2,0,5,0,1,61
CUST0299,Devnaya Mehra,devnaya.mehra@gmail.com,20,59,20,88.2,22,11,0,Standard,723.71,0,1,3,1,0,33
CUST0300,Shaeshika Almeida,shaeshika.almeida@gmail.com,59,43,14,17.0,44,21,0,Basic,1490.65,0,0,1,3,0,33
CUST0301,Nier Raghunathan,nier.raghunathan@gmail.com,36,49,15,30.9,9,12,0,Basic,426.35,0,0,7,0,0,51
CUST0302,Anon Haldar,anon.haldar@gmail.com,19,13,25,85.8,37,5,1,Premium,1073.44,1,1,5,4,0,30
CUST0303,Lakanit Hernandez,lakanit.hernandez@gmail.com,26,52,14,11.1,10,23,0,Standard,424.41,0,0,2,4,0,16
CUST0304,Praavesh Gokhale,praavesh.gokhale@gmail.com,3,55,7,61.0,36,9,0,Standard,1141.22,0,1,6,3,1,21
CUST0305,Praavav Purohit,praavav.purohit@gmail.com,19,10,17,73.9,37,27,0,Standard,855.96,1,0,9,0,0,80
CUST0306,Lakyaini Mensah,lakyaini.mensah@gmail.com,20,8,12,74.2,28,25,0,Basic,1082.96,0,1,6,2,0,76
CUST0307,Isheshav Basu,isheshav.basu@gmail.com,32,33,20,7.6,28,9,0,Standard,462.74,0,0,5,3,0,43
CUST0308,Manishesh Suryanarayanan,manishesh.suryanarayanan@gmail.com,7,11,4,42.0,42,22,1,Basic,1168.32,0,1,1,4,0,42
CUST0309,Harnaa Almeida,harnaa.almeida@gmail.com,52,34,9,78.2,43,10,1,Basic,1493.3,1,0,7,1,0,33
CUST0310,Ishenini Mahadevan,ishenini.mahadevan@gmail.com,41,34,6,22.1,21,22,1,Basic,1064.35,0,1,0,0,0,51
CUST0311,Seia Fernandes,seia.fernandes@gmail.com,33,0,16,85.0,24,19,1,Standard,840.52,1,0,0,2,0,59
CUST0312,Ishishan Kulasekaran,ishishan.kulasekaran@gmail.com,40,39,25,90.8,42,1,0,Premium,1399.13,0,0,5,1,0,53
CUST0313,Ariitit Fernandes,ariitit.fernandes@gmail.com,39,21,28,117.9,40,7,1,Premium,219.61,2,0,4,0,0,44
CUST0314,Taneshika Almeida,taneshika.almeida@gmail.com,18,59,22,29.1,2,4,0,Standard,1147.9,0,1,8,3,0,17
CUST0315,Vivavini Suryanarayanan,vivavini.suryanarayanan@gmail.com,40,28,22,99.9,8,1,0,Basic,1354.37,0,1,6,3,0,48
CUST0316,Tanyaika Bhattacharya,tanyaika.bhattacharya@gmail.com,1,7,21,64.8,48,15,1,Standard,279.18,1,0,1,0,0,68
CUST0317,Aaranini Dimitrov,aaranini.dimitrov@gmail.com,11,10,21,47.9,27,8,0,Premium,784.08,1,0,6,2,0,64
CUST0318,Aayaan Venkataraman,aayaan.venkataraman@gmail.com,28,40,2,19.1,22,12,0,Basic,465.14,0,1,2,0,0,60
CUST0319,Arieshesh Fernandes,arieshesh.fernandes@gmail.com,57,36,24,89.6,37,22,0,Premium,935.47,1,0,0,1,0,46
CUST0320,Yogeshika Haldar,yogeshika.haldar@gmail.com,25,13,8,32.1,27,22,0,Basic,1043.41,0,1,7,1,0,79
CUST0321,Prailini Balasubramaniam,prailini.balasubramaniam@gmail.com,50,59,11,47.7,29,18,0,Premium,592.41,2,0,2,3,1,10
CUST0322,Varanika Hernandez,varanika.hernandez@gmail.com,23,29,13,12.2,3,15,1,Premium,796.98,1,1,7,0,0,46
CUST0323,Praavya Mahadevan,praavya.mahadevan@gmail.com,31,34,17,97.2,44,17,1,Premium,562.14,0,0,6,3,1,27
CUST0324,Taneshan Purohit,taneshan.purohit@gmail.com,30,20,8,93.2,13,29,0,Basic,679.21,1,0,1,2,0,54
CUST0325,Neeavira Okafor,neeavira.okafor@gmail.com,42,36,21,89.4,45,14,0,Basic,406.4,0,1,0,1,0,56
CUST0326,Alan Andersson,alan.andersson@gmail.com,35,4,18,39.4,10,14,0,Basic,1350.23,0,1,6,4,0,64
CUST0327,Surnaant Kowalski,surnaant.kowalski@gmail.com,7,18,18,25.0,36,18,1,Basic,212.01,3,1,0,4,1,10
CUST0328,Aaarya Okafor,aaarya.okafor@gmail.com,16,58,14,78.3,9,20,0,Basic,1346.13,1,0,5,0,0,32
CUST0329,Saiilit Fernandes,saiilit.fernandes@gmail.com,26,13,15,62.1,27,18,0,Standard,942.18,0,0,9,0,0,87
CUST0330,Taneshit Venkataraman,taneshit.venkataraman@gmail.com,48,25,6,25.5,34,16,0,Standard,630.16,0,0,9,4,0,43
CUST0331,Suryaesh Ilangovan,suryaesh.ilangovan@gmail.com,57,3,11,83.9,1,1,0,Standard,1138.97,0,1,7,0,0,97
CUST0332,Varyait Ishikawa,varyait.ishikawa@gmail.com,52,24,13,119.0,32,23,0,Standard,859.08,3,0,6,1,0,38
CUST0333,Surava Gokhale,surava.gokhale@gmail.com,49,44,25,90.9,25,27,1,Basic,847.84,0,0,3,2,1,25
CUST0334,Hararira Mahadevan,hararira.mahadevan@gmail.com,2,41,1,90.1,29,11,0,Premium,342.18,0,0,0,2,1,43
CUST0335,Mais Kulasekaran,mais.kulasekaran@gmail.com,1,24,28,114.3,7,15,0,Basic,705.37,0,0,0,3,0,52
CUST0336,Praantav Andersson,praantav.andersson@gmail.com,48,17,6,28.3,49,12,0,Standard,512.38,0,1,3,1,0,75
CUST0337,Yogeshit Purohit,yogeshit.purohit@gmail.com,12,39,9,70.0,3,8,1,Standard,219.4,0,0,4,0,0,46
CUST0338,Aler Fernandes,aler.fernandes@gmail.com,5,7,8,117.7,20,22,0,Premium,667.13,0,0,6,0,0,93
CUST0339,Kriarit Haldar,kriarit.haldar@gmail.com,37,38,11,24.0,20,20,0,Basic,315.77,0,0,3,3,0,38
CUST0340,Sureshya Mahadevan,sureshya.mahadevan@gmail.com,32,39,22,85.5,30,6,0,Standard,532.88,0,0,9,3,0,37
CUST0341,Neevia Mehra,neevia.mehra@gmail.com,59,13,19,72.4,35,3,0,Standard,319.27,2,0,0,0,0,67
CUST0342,Lakitant Moretti,lakitant.moretti@gmail.com,55,31,24,72.4,35,28,1,Basic,330.22,0,0,9,0,0,54
CUST0343,Lakarika Novak,lakarika.novak@gmail.com,9,50,9,85.2,49,24,0,Standard,457.71,1,1,6,1,0,32
CUST0344,Ishviant Ishikawa,ishviant.ishikawa@gmail.com,41,37,17,111.9,39,26,1,Premium,1498.8,1,0,1,3,1,14
CUST0345,Ariarini Raghunathan,ariarini.raghunathan@gmail.com,35,32,12,95.0,27,13,0,Premium,201.84,1,0,1,1,0,50
CUST0346,Sureshesh Hernandez,sureshesh.hernandez@gmail.com,19,22,25,11.5,26,13,1,Basic,1029.27,2,0,7,0,0,43
CUST0347,Kriishika Venkataraman,kriishika.venkataraman@gmail.com,48,14,14,103.1,14,2,0,Basic,382.62,0,1,9,4,0,54
CUST0348,Ishishant Mensah,ishishant.mensah@gmail.com,16,32,15,30.9,17,5,1,Basic,1395.82,0,0,9,4,1,21
CUST0349,Haritant Mehra,haritant.mehra@gmail.com,3,24,16,48.3,18,17,0,Basic,320.72,0,1,9,0,0,76
CUST0350,Aviavan Kowalski,aviavan.kowalski@gmail.com,20,16,22,58.1,45,6,0,Basic,1440.58,0,0,4,3,0,60
CUST0351,Taneshav Okafor,taneshav.okafor@gmail.com,24,32,22,60.3,29,2,1,Basic,993.2,1,1,9,4,1,11
CUST0352,Lakanesh Haldar,lakanesh.haldar@gmail.com,54,46,28,55.0,20,4,0,Premium,200.65,1,0,1,3,0,20
CUST0353,Suravini Moretti,suravini.moretti@gmail.com,56,54,20,112.8,27,22,0,Premium,1361.21,2,1,4,4,1,10
CUST0354,Neeantant Kowalski,neeantant.kowalski@gmail.com,33,1,1,86.2,18,26,0,Basic,877.23,0,0,7,3,0,75
CUST0355,Aarenini Chakraborty,aarenini.chakraborty@gmail.com,24,13,10,77.6,4,11,0,Basic,540.47,2,0,5,4,0,35
CUST0356,Lakeshya Balasubramaniam,lakeshya.balasubramaniam@gmail.com,52,52,8,10.7,1,8,0,Standard,1196.46,0,1,2,3,0,24
CUST0357,Kriavit Hernandez,kriavit.hernandez@gmail.com,11,39,18,109.0,1,12,0,Basic,1403.67,0,0,7,1,0,53
CUST0358,Ishenira Ilangovan,ishenira.ilangovan@gmail.com,49,39,28,109.6,26,8,0,Standard,827.8,0,1,8,3,0,37
CUST0359,Ariishant Petrescu,ariishant.petrescu@gmail.com,8,50,1,94.7,45,11,1,Standard,609.22,1,0,4,1,0,17
CUST0360,Vivarit Fernandes,vivarit.fernandes@gmail.com,36,38,2,5.8,20,22,0,Premium,1224.63,0,1,1,1,0,54
CUST0361,Saiavini Andersson,saiavini.andersson@gmail.com,38,50,1,11.6,23,20,1,Standard,1085.32,2,1,1,0,1,15
CUST0362,Surarant Raghunathan,surarant.raghunathan@gmail.com,40,5,1,30.9,10,8,1,Standard,1354.38,2,1,6,1,0,52
CUST0363,Shayaa Bhattacharya,shayaa.bhattacharya@gmail.com,20,5,9,20.1,11,29,0,Standard,1099.27,2,1,0,2,0,59
CUST0364,Aaesha Ishikawa,aaesha.ishikawa@gmail.com,35,2,13,50.9,41,8,0,Basic,515.59,0,1,9,1,0,90
CUST0365,Saienendra Petrescu,saienendra.petrescu@gmail.com,48,6,1,111.1,41,26,0,Standard,1410.16,2,1,1,3,0,50
CUST0366,Yogviya Suryanarayanan,yogviya.suryanarayanan@gmail.com,25,50,13,59.3,5,17,0,Standard,335.29,1,0,9,1,0,32
CUST0367,Manesha Moretti,manesha.moretti@gmail.com,35,7,20,6.5,1,20,1,Basic,547.33,0,0,3,3,0,54
CUST0368,Haresha Fernandes,haresha.fernandes@gmail.com,25,41,26,37.5,17,20,0,Basic,875.25,0,1,0,3,0,35
CUST0369,Lakitit Gokhale,lakitit.gokhale@gmail.com,29,51,22,10.1,22,23,0,Basic,934.46,0,1,3,2,0,33
CUST0370,Aaritya Kowalski,aaritya.kowalski@gmail.com,18,14,7,9.2,34,16,0,Premium,218.9,0,1,9,1,0,78
CUST0371,Yogarendra Kulasekaran,yogarendra.kulasekaran@gmail.com,46,46,2,36.7,45,14,0,Basic,1213.74,0,1,4,1,0,46
CUST0372,Neeeshira Balasubramaniam,neeeshira.balasubramaniam@gmail.com,18,28,6,36.7,41,11,0,Basic,669.09,3,1,8,4,0,10
CUST0373,Avianant Parameswaran,avianant.parameswaran@gmail.com,2,32,7,95.5,29,7,0,Basic,727.34,0,0,0,4,1,36
CUST0374,Seis Novak,seis.novak@gmail.com,54,51,26,117.1,4,16,1,Standard,1251.18,0,0,4,0,0,34
CUST0375,Rajishesh Balasubramaniam,rajishesh.balasubramaniam@gmail.com,35,29,14,47.7,5,13,0,Basic,692.07,3,0,1,3,0,17
CUST0376,Vivyaira Khatri,vivyaira.khatri@gmail.com,16,38,26,54.3,11,27,0,Premium,260.39,0,0,8,2,0,46
CUST0377,Aviviesh Khatri,aviviesh.khatri@gmail.com,41,26,18,102.2,21,15,1,Premium,428.37,2,0,5,4,1,10
CUST0378,Vararini Ishikawa,vararini.ishikawa@gmail.com,36,35,15,35.8,35,24,0,Standard,1441.67,0,1,1,1,0,57
CUST0379,Vivitant Petrescu,vivitant.petrescu@gmail.com,33,28,2,23.0,12,16,1,Standard,290.53,0,1,2,0,0,57
CUST0380,Mannaan Ilangovan,mannaan.ilangovan@gmail.com,4,37,10,103.1,26,27,1,Basic,660.41,0,0,7,2,1,32
CUST0381,Kriavant Basu,kriavant.basu@gmail.com,33,56,23,10.3,19,21,1,Basic,853.13,0,0,0,1,0,21
CUST0382,Harilya Andersson,harilya.andersson@gmail.com,14,32,12,76.3,45,23,1,Premium,840.27,0,0,2,1,0,45
CUST0383,Varitini Gokhale,varitini.gokhale@gmail.com,21,36,17,69.6,7,24,0,Basic,204.15,1,0,9,3,0,30
CUST0384,Tanenya Venkataraman,tanenya.venkataraman@gmail.com,48,26,8,44.8,47,9,1,Basic,850.51,0,0,0,3,0,35
CUST0385,Arienav Okafor,arienav.okafor@gmail.com,20,54,11,41.2,7,3,0,Standard,697.9,2,0,7,4,1,10
CUST0386,Shaviika Basu,shaviika.basu@gmail.com,56,32,29,93.8,26,19,1,Basic,1462.7,0,0,0,4,1,21
CUST0387,Tanenira Bhattacharya,tanenira.bhattacharya@gmail.com,8,3,3,14.9,40,20,1,Premium,405.91,0,0,4,1,0,74
CUST0388,Surviesh Khatri,surviesh.khatri@gmail.com,7,21,27,32.2,5,5,1,Basic,659.4,1,1,3,1,0,46
CUST0389,Shaanika Suryanarayanan,shaanika.suryanarayanan@gmail.com,3,1,6,89.2,21,10,1,Premium,744.33,0,0,6,4,1,52
CUST0390,Aviishira Bhattacharya,aviishira.bhattacharya@gmail.com,17,9,9,68.1,14,17,0,Standard,706.9,1,0,4,4,0,49
CUST0391,Dain Khatri,dain.khatri@gmail.com,33,4,6,19.7,4,15,1,Premium,1064.58,3,0,7,1,0,43
CUST0392,Praisha Basu,praisha.basu@gmail.com,48,58,9,106.4,23,23,0,Basic,479.17,1,0,0,2,0,16
CUST0393,Aviyaant Dimitrov,aviyaant.dimitrov@gmail.com,12,9,7,50.2,42,25,1,Standard,486.39,0,1,4,1,0,68
CUST0394,Lakenya Novak,lakenya.novak@gmail.com,59,32,9,100.2,20,8,0,Premium,1146.97,0,1,3,2,0,52
CUST0395,Devilya Andersson,devilya.andersson@gmail.com,51,53,18,95.6,15,15,0,Standard,849.38,1,0,2,2,0,21
CUST0396,Aaanika Raghunathan,aaanika.raghunathan@gmail.com,22,37,12,76.8,45,21,0,Basic,738.7,1,1,4,1,0,45
CUST0397,Devyait Petrescu,devyait.petrescu@gmail.com,55,12,8,61.9,29,14,0,Standard,418.96,0,0,9,0,0,88
CUST0398,Kriilan Suryanarayanan,kriilan.suryanarayanan@gmail.com,22,30,8,117.6,8,20,1,Standard,442.79,0,1,2,4,0,23
CUST0399,Kaen Ishikawa,kaen.ishikawa@gmail.com,46,46,18,21.7,41,28,0,Standard,212.72,0,0,7,3,0,30
CUST0400,Lakilika Kowalski,lakilika.kowalski@gmail.com,30,35,28,88.4,48,7,0,Premium,317.85,0,0,2,1,0,57
